,StartDate,EndDate,ResponseId,MTurkID,X1.lk_1,X1.lk_2,X1.prior_1,X1.prior_3,X1.post_1,X1.post_2,X2.prior_1,X2.prior_3,X2.post_1,X2.post_2,X2.lk_1,X2.lk_2,X7.lk_1,X7.lk_2,X7.prior_1,X7.prior_3,X7.post_1,X7.post_2,X8.prior_1,X8.prior_3,X8.post_1,X8.post_2,X8.lk_1,X8.lk_2,X13.lk_1,X13.lk_2,X13.prior_1,X13.prior_3,X13.post_1,X13.post_2,X14.prior_1,X14.prior_3,X14.post_1,X14.post_2,X14.lk_1,X14.lk_2,X19.lk_1,X19.lk_2,X19.prior_1,X19.prior_3,X19.post_1,X19.post_2,X20.prior_1,X20.prior_3,X20.post_1,X20.post_2,X20.lk_1,X20.lk_2,c1.self,c1.intel,c1.acc,c1.fair,c1.just,c1.free,c2.self,c2.intel,c2.acc,c2.fair,c2.just,c2.free,gender,educ,bmonth,byear,politicalid,lookup,comments,condition,attr.cond
41,6/4/17 14:52,6/4/17 15:03,R_3OoyQO9WWgvJ5e5,A2BNQSKEFHZOYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,10,90,100,10,,,,,,,,,,,,,,,,,,,2,4,5,5,3,They could be going off of the fact that they are more male doctors in the country than females. I don't take it personally but it does come across somewhat sexists.,2,7,3,1983,4,1,,14,2
42,6/4/17 14:54,6/4/17 15:03,R_6tZdGlEriO5FYYh,AXRWHJWWT62LN,,,,,,,,,,,,,100,0,50,50,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,1,1,they do not believe everyone has the same opportunity to be any career despite their gender,2,6,7,1975,,2,i feel bad for horses,7,2
43,6/4/17 14:55,6/4/17 15:04,R_3qIkA0sIy570iyB,AM0QVBV8L6QCJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,15,85,15,85,,,,,,,,,,,,,3,6,6,6,4,More men are doctor s but it is likely balancing,1,11,12,1961,3,1,,19,2
44,6/4/17 14:56,6/4/17 15:04,R_1FwYwzVAaFMLs3g,A15K4VU6XOW8E5,,,,,,,,,,,,,100,0,90,10,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,3,They think doctors are more often men and women are more often nurses,,,,,,,2,7,5,1993,7,1,,7,1
45,6/4/17 14:54,6/4/17 15:04,R_12bgkv6tJqQjXB7,A1F9KLZGHE9DTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,5,95,94,6,,,,,,,2,3,2,1,2,It doesn't really make sense.  Who else other than doctors perform surgery?  It also seems sexist to me... This person might be confused or not overly bright.,,,,,,,1,5,3,1975,2,2,"No, but thanks for the HIT!  I did my best and hope the data is useful!",19,1
46,6/4/17 14:56,6/4/17 15:04,R_Zjx5sBnolDmx5zb,A4CHLWPHZIP7Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,65,40,60,100,60,,,,,,,2,2,2,2,2,Sounds sexist and unfortunately pretty typical in terms of current views. ,2,7,5,1979,6,1,no,20,2
47,6/4/17 14:51,6/4/17 15:04,R_12mdKpUDaZgPqi9,A18IXM5QQMIMGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,60,10,90,100,0,,,,,,,,,,,,,2,2,2,3,3,"I like to give everybody a fair judgment, so I try to take into account that Person X may be from another country where there are more male doctors than female doctors. If Person X is from the United States, than maybe he is a little older so not as knowledgeable about the fact that there are a lot of female doctors. If neither of these are the case, I would say he might be unfairly biased.",,,,,,,2,5,7,1979,4,1,"Some of the trivia were interesting, have a great day!",14,1
48,6/4/17 14:51,6/4/17 15:04,R_29hrkvrh37Avn3X,A1ROBIK9NOPURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,100,0,90,10,2,3,1,3,1,"The person assumes that a man os more likely to be a doctor, their opinion and perception i do not know so I cannot see their point of view. I do not see the world that way though, different experiences help to shape a person's perception of the world around them. ",,,,,,,2,6,4,1987,5,1,,20,1
49,6/4/17 14:57,6/4/17 15:05,R_2bKk3i5SX0SycRJ,A1T83SZBP2DN65,,,,,,,,,,,,,,,,,,,,,,,,,100,3,30,70,30,70,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,Person X seems credulous in their belief that a woman couldn't be a surgeon.,2,7,2,1981,6,1,NA,13,2
50,6/4/17 14:54,6/4/17 15:05,R_3fq7P5qNFeNcpGj,ASHS2D9RDM4PO,,,,,,,,,,,,,,,,,,,75,25,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,3,"Statistically, Person X is right that more men are surgeons that woman, but given the person performed a surgery, the Person X may think the woman is a PA or nurse. While on its face, it seems a bit sexist especially given the other information, Person X may just be focused on the overall statistics.",2,11,11,1988,4,1,,8,2
51,6/4/17 14:56,6/4/17 15:05,R_2YgO7Tf1LMgsbBj,A2Q3KN46PUMMX2,,,,,,,,,,,,,,,,,,,,,,,,,100,0,20,80,0,100,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,2,"It's a very biased statement, since I would hope that people performing surgery on someone are doctors, regardless of whatever gender they appear to be. It makes me perceive X has mysognistic, even though it may not have been intended that way. ",2,13,10,1983,6,1,Thanks,13,2
52,6/4/17 14:56,6/4/17 15:05,R_3HBvvsHnBvH97Zp,A3PT6EPS9P9NFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10,30,70,90,10,,,,,,,2,1,1,4,4,Maybe person x is a little ignorant,,,,,,,1,5,6,1990,7,1,,19,1
53,6/4/17 14:53,6/4/17 15:05,R_1n2UoU38SgAFvdN,A3IXQFTTHIGLPG,95,1,85,15,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,4,4,Person X has probably seen more doctors at hospitals who were men.,2,8,1,1960,6,1,no,1,2
54,6/4/17 14:52,6/4/17 15:05,R_2BbxUteVLsjIkAu,A3KDTC0W99JDXO,,,,,,,,,,,,,35,67,80,20,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,I find that it is a poorly thought out opinion that seeks to discredit and undermine the woman doctor.,,,,,,,1,7,6,1987,5,2,,7,1
55,6/4/17 14:55,6/4/17 15:05,R_a4prTSezbF1LhdL,A2CTAKGKK9Q79W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,90,10,100,10,2,1,1,1,1,"Ignorant and unaware of modern times. Women are now more likely than men to attend graduate school and are equally as educated as men.
",,,,,,,2,14,5,1977,6,1,None,20,1
56,6/4/17 14:53,6/4/17 15:06,R_2yqEMiB48etHq2i,A13FZOOW6ESKNW,100,70,75,25,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,5,He could be sexist but he could also be utilizing facts,1,7,11,1989,4,1,This was an interesting survey to partake in and I would be interested in more. reedtaylor89@gmail.com,1,2
57,6/4/17 14:54,6/4/17 15:06,R_2dnF5eCoiRx1c9C,A2Z4EI3KZJD02G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,10,90,90,10,,,,,,,,,,,,,2,4,4,3,3,"Although I know there are many female doctors, I don't know the ratio of the sexes by specialty, and it might be that there are more male surgeons than female, so therefore, though I slightly disagree with his opinion, perhaps he knows more about the subject than I do.",,,,,,,2,4,6,1955,6,1,,14,1
58,6/4/17 14:52,6/4/17 15:06,R_10V4aq4ZsBKGkTF,A4LMCSOGRHFUR,,,,,,,,,,,,,,,,,,,,,,,,,100,0,10,90,1,99,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,2,2,They're just stating a possible fact. There is a gender imbalance among certain professions.,1,5,3,1986,7,1,,13,2
59,6/4/17 14:53,6/4/17 15:07,R_spOj6ZoKiOloWvn,A1EK88O29TMLX9,,,,,,,80,20,90,10,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,There is a bias toward their idea that a male is a doctor and a female is a nurse or assistant.,,,,,,,1,8,10,1971,5,2,Interesting survey..,2,1
60,6/4/17 14:55,6/4/17 15:07,R_2ru70sICQw0YVbW,A2256DN6GN5K3N,,,,,,,,,,,,,,,,,,,70,30,1,99,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,5,5,"I don't know what to think about person X, they could be sexist or just thinking that there are more male doctors than female.",1,4,6,1985,4,1,Thank you!,8,2
61,6/4/17 14:57,6/4/17 15:07,R_3Rg3kJwjVMPMzyr,A39UX9JN7VICXR,100,5,60,40,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,"Whether or not they are conscious, person x has sexist tendencies.",1,7,4,1993,5,1,No,1,2
62,6/4/17 14:57,6/4/17 15:07,R_RWuZ7BG89Xk3Irf,A202BACMRH2JRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,10,90,100,20,,,,,,,,,,,,,2,5,4,3,3,man and women can equal be doctors or surgeons. Person X is unjust.,,,,,,,2,7,1,1988,6,1,,14,1
63,6/4/17 14:58,6/4/17 15:07,R_27WMPUJHogbkZiN,A3CXX531U9JMET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,96,20,80,90,10,,,,,,,3,4,5,1,1,That they are used to the gender stereotypes in our working society,,,,,,,2,5,2,1997,6,1,Great survey.,19,1
64,6/4/17 14:54,6/4/17 15:07,R_XYcgUnjdCm7q5Xj,A37Y5CTJ8HCQER,,,,,,,,,,,,,,,,,,,,,,,,,100,20,5,95,5,95,,,,,,,,,,,,,,,,,,,2,6,7,6,6,the person is intelligent because the numbers is based on facts. Males out number females in being drs ,,,,,,,2,4,2,1959,4,1,nope,13,1
65,6/4/17 14:55,6/4/17 15:07,R_4O50MxPzk37cdRn,ALDSIOBRWMZSI,100,10,90,10,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,4,4,They live in the US and have a common bias,,,,,,,1,7,3,1964,6,1,No,1,1
66,6/4/17 14:58,6/4/17 15:07,R_3nx6pdpRP7ftPjP,A1FBI9CPTNYMMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95,10,90,100,10,3,6,5,5,3,he sees this as the odds of a man being the doctor are better,,,,,,,1,5,11,1981,3,1,no thanks,20,1
67,6/4/17 14:55,6/4/17 15:07,R_2rT8Z2fEyHUfIym,A3KIZLHCD945UK,100,10,90,10,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,the are old fashioned and dont think woman can have the same jobs as men,2,6,4,1968,4,1,,1,2
68,6/4/17 14:55,6/4/17 15:07,R_277iOj5QPHtKI5g,AA9V4NE8SOA4I,,,,,,,80,20,90,10,95,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,3,4,He is probably going with his impressions of what he has seen and known.,1,4,1,1970,5,1,"Thank You. You have a typo, You forgot the ""ie"" on the word movie.",2,2
69,6/4/17 14:58,6/4/17 15:08,R_zebVaZKMtssmbhT,AV8V51A0RVECW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,60,10,90,98,2,,,,,,,,,,,,,2,2,3,1,1,"They have a fairly closed mind, and adhere to older stereotypes of men becoming more successful than women.",,,,,,,2,5,4,1985,5,1,nope! Thanks!,14,1
70,6/4/17 14:58,6/4/17 15:08,R_3L6er8yrtzSxxc6,A2H6RIWM50KWA4,89,26,92,8,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,he is a male shovanist pig thinking woman are lower then men we cant do it we should be at home cooking and cleaning,,,,,,,2,4,3,1986,4,1,good survey,1,1
71,6/4/17 14:58,6/4/17 15:08,R_3KJz2YyvtCIXlsT,A2WU2VYT4U5DZJ,65,0,50,50,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,4,4,Simple minded,1,5,1,1959,2,1,none,1,2
72,6/4/17 14:56,6/4/17 15:08,R_ehQEXGdLKczBS81,AAR6MYZQ0EYMZ,,,,,,,,,,,,,,,,,,,70,30,40,60,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,2,3,"I would guess anybody performing a surgery is technically a doctor of some sort, but Person X is probably making the same assumption I did based on the typical stereotype that more doctors are generally men. So it doesn't give me a whole lot of an impression of him, it's a pretty default answer that I think most people would give when posed the question.",1,7,8,1981,3,1,,8,2
73,6/4/17 14:57,6/4/17 15:08,R_piobkbTGD8aTdyV,A22J1U3RTB7TG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,80,0,100,86,4,,,,,,,,,,,,,2,4,5,5,4,"I think that men are more likely to be doctors and it sounds like this is all the person was basing that on.  I don't think they meant it as sexiest
",,,,,,,1,5,5,1970,5,1,,14,1
74,6/4/17 15:01,6/4/17 15:08,R_3dPKqwGkV1uVERp,A1LVH6CML41CMS,,,,,,,,,,,,,,,,,,,70,30,10,90,100,5,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,5,5,"I think that they understand statistics about as well as anyone else, and understands that there are more male doctors than female doctors.",,,,,,,1,5,8,1996,7,1,,8,1
75,6/4/17 14:57,6/4/17 15:08,R_28SCVLR9nFKX5la,a3gqviwit10bk6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,23,20,80,90,10,,,,,,,,,,,,,2,4,5,5,5,That they feel strong about their choice they know what they want.,1,5,2,1997,3,2,,19,2
76,6/4/17 15:00,6/4/17 15:08,R_3oTPP8JHuyMyDvy,A1YN1AT7S3A8FT,,,,,,,,,,,,,,,,,,,75,25,25,75,100,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,Person X is being ignorant,2,5,2,1992,6,1,,8,2
77,6/4/17 15:01,6/4/17 15:08,R_29g0vGimnKJTMdZ,A15L4BL6Y7V0ST,,,,,,,90,10,100,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,2,3,"they are assuming because when we think of doctor's, a male usually comes to mind",,,,,,,2,7,2,1980,6,1,none,2,1
78,6/4/17 14:57,6/4/17 15:08,R_2QteJOiX8zEun8u,A24YK0MTFM2TRL,,,,,,,,,,,,,99,0,70,30,60,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,2,They are probably a man and he is probably a little bias against women.,,,,,,,1,7,6,1974,5,1,,7,1
79,6/4/17 14:59,6/4/17 15:08,R_1pswarzfPUfO9Xk,AKX5RHHO8BIUX,,,,,,,85,15,99,1,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,3,2,"They're pretty conventional, and make decisions without thinking too much about it. ",1,7,1,1961,4,1,,2,2
80,6/4/17 14:57,6/4/17 15:08,R_20M1OgGi9qtCUK2,A18ILYDB04VEE9,,,,,,,,,,,,,,,,,,,80,20,100,0,74,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,That is not true women can be what they want to be and their are plenty of women doctors.,2,5,11,1992,4,1,no,8,2
81,6/4/17 14:51,6/4/17 15:08,R_3iR35ENZJZd1dnp, A2OFRJHPNIMPI7,77,85,87,13,36,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,6,6,he wants to make that woman are less likey to be a professionlism,2,9,3,1974,4,2,nice and unique. I just google for last two question M & M and kamm,1,2
82,6/4/17 14:58,6/4/17 15:09,R_1gFwd97dOv1mIT3,A24J77X6RQP62Z,,,,,,,,,,,,,100,14,85,15,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,3,5,"Well generally speaking I have seen more male doctors than female doctors.  I'm guessing Person X also has seen more male doctors, so he's making an assumption that they are more likely to be the doctor than the female.",,,,,,,1,4,11,1996,4,1,,7,1
83,6/4/17 14:54,6/4/17 15:09,R_1C2e3JkEbgyESss,A4I8MV7B3P2LA,,,,,,,85,15,90,10,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,1,1,A realist in their assessment. ,2,8,9,1963,6,1,,2,2
84,6/4/17 15:01,6/4/17 15:09,R_1Flys2c2j4RCYGG,A2O762LZEZN3JC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,0,100,100,5,,,,,,,,,,,,,,,,,,,2,2,1,1,1,i think they are more than likely a bit chavonistic,1,6,11,1979,6,1,n/a,14,2
85,6/4/17 14:59,6/4/17 15:09,R_32KIm7bw00pPKAl,A1SDJOMBXA43VR,,,,,,,,,,,,,100,0,90,10,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,That's a sexist statement to make,1,5,1,1970,7,1,,7,2
86,6/4/17 15:00,6/4/17 15:09,R_1liSIJuys5w8nKL,AFZ7Z5FOWM9VN,,,,,,,70,30,85,15,85,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,2,6,He is speaking from what he has seen in society as far as occupations go.,,,,,,,1,5,7,1992,5,1,,2,1
87,6/4/17 14:54,6/4/17 15:09,R_2zIaMrcTfBAkiUi,A3G6M0DR9IX32J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95,5,95,5,95,,,,,,,2,6,6,2,2,Person X still likes to stereo type women. He would rather see a nurse as a woman than a doctor.,1,6,11,1973,3,1,"No, I don't have any comments but you can share this information to anyone who is interested.",20,2
88,6/4/17 14:52,6/4/17 15:09,R_2TtwPlDvHOJNdNz,A1EPK034C4K1Q2,,,,,,,,,,,,,73,61,70,30,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,"Person X is not a feminist, Person X does not believe in equal rights.",,,,,,,1,7,7,1988,4,1,No,7,1
89,6/4/17 14:57,6/4/17 15:09,R_2wsOF6sUlLrmT47,A3SASO82TEI7TP,,,,,,,,,,,,,,,,,,,,,,,,,100,0,10,90,10,90,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,She obviously has never worked in IT or in a hospital.  She only is saying that based on her experience.,1,8,12,1989,3,,none,13,2
90,6/4/17 15:00,6/4/17 15:09,R_SZV8NCHc0SnkSXv,A1MGXQW1EEKE20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,30,70,92,18,,,,,,,,,,,,,,,,,,,2,1,1,1,1,I doesn't make any sense.  If both the man and woman performed surgery it is obvious that they are both doctors.,2,7,2,1970,4,1,,14,2
91,6/4/17 14:53,6/4/17 15:09,R_8dXbUeLkSQLPRpn,A1572S1IUWVV5I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,77,20,80,10,90,,,,,,,2,7,7,7,7,i think it's pretty hard to believe that just one and not the other can be a doctor ,,,,,,,2,5,6,1991,4,1,,19,1
92,6/4/17 14:56,6/4/17 15:09,R_2SeHFVsqCAyY4VR,A2X5O7HXXFYSFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,5,95,95,5,,,,,,,,,,,,,2,4,2,2,4,My first impression is that person X has some preconceived notions about the genders in relation to occupations.,,,,,,,1,4,3,1992,6,1,,14,1
93,6/4/17 15:01,6/4/17 15:10,R_pH1WQIOmjXOK5Sp,A172JONPMA5MMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,0,100,100,0,,,,,,,,,,,,,,,,,,,2,1,1,1,1,Either didn't read the statement or is sexist,2,7,2,1980,4,1,,14,2
94,6/4/17 14:55,6/4/17 15:10,R_1QiknSgh8uAuRWp,A3D7JEGMSYKCUJ,,,,,,,,,,,,,,,,,,,,,,,,,95,20,15,85,10,90,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,4,5,Th person is probably right and is just going by what they have experienced in life.,2,7,4,1947,2,1,Interesting survey,13,2
95,6/4/17 15:03,6/4/17 15:10,R_1KgaEyXvFweBiVE,A17TC092NK2CJV,,,,,,,,,,,,,,,,,,,,,,,,,100,0,70,30,0,100,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,They are sexist,1,9,3,1989,7,1,,13,2
96,6/4/17 15:04,6/4/17 15:10,R_PwI53DwjzHXnAg9,A3IR7DFEKLLLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,75,10,90,82,29,,,,,,,,,,,,,2,4,2,4,4,They may just have a background or experience where more men are doctors,,,,,,,1,7,3,1977,,1,,14,1
97,6/4/17 15:02,6/4/17 15:10,R_RhoxzdxSkzvaJi1,A2HB56BEUQ7SMO,100,30,70,30,70,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,I have the impression that they are sexist,,,,,,,1,5,4,1993,7,1,,1,1
98,6/4/17 15:04,6/4/17 15:10,R_2tbweykkGKQUupi,A2WWYVKGZZXBOB,,,,,,,,,,,,,,,,,,,,,,,,,86,16,20,80,5,95,,,,,,,,,,,,,,,,,,,2,4,3,3,4,I don't have any impressions.,,,,,,,1,5,12,1981,4,1,,13,1
99,6/4/17 14:53,6/4/17 15:10,R_WpL0KRFZ50uIKKR,A3RDSKNFQIGTNS,,,,,,,,,,,,,,,,,,,,,,,,,100,0,10,90,1,99,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,7,7,"I misread the original question.  If someone performed surgery is it more likely they are male or female.  Not if a women performed surgery, is she probably a doctor.  

My impression of Person X is they either have poor reading comprehension, or had a brain fart.

",1,5,5,1973,4,1,"My bad on the surgeon/doctor question.

I loved the trivia.  I didn't go the most interesting on some of those because I wanted to leave room in case there were more pages with even more interesting tidbits.  I thought they were all very good.  I use to have a freshwater aquarium with a blue lobster in it, so I knew that one, but the rest were all new to me.",13,2
100,6/4/17 14:54,6/4/17 15:10,R_3J58lp9nhW05db5,A37P469N6VAX7U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,65,40,60,60,40,,,,,,,,,,,,,2,3,2,2,2,"I believe that regardless of whether or not you believe women are less capable than men, there is also the fact that this situation is a known unknown. I believe as a whole however, that the statement is ignorant. ",1,7,4,1994,6,1,,19,2
101,6/4/17 14:54,6/4/17 15:11,R_3rM8nZAXCHEGx3A,A1OXH5KBOCJKSX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,92,1,99,100,2,,,,,,,,,,,,,,,,,,,2,3,2,4,3,"I would think they were not aware of trends in education and percentages of women entering medical professions at the top of their field. It is an assumption that would have been true in the past, but times have changed and women have many more opportunities.",2,6,4,1959,1,2,"I could not remember what M&M stood for so I looked it up, otherwise I did not use google. I did not pay that much attention to the M&M fact because it did not really grab my attention. Very engaging study, easy to follow and stay focused. I like the freedom to guess. I suspect you get a more honest answer without the pressure of being ""right"". I was definitely trying but did not feel any pressure that I was being judged on right vs. wrong.",14,2
102,6/4/17 15:01,6/4/17 15:11,R_3OesXALtb4jcbRc,A2RFHLSIOWY0M,,,,,,,,,,,,,,,,,,,,,,,,,100,8,25,75,5,95,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,1,1,"Probably stating fact, as much as we want things to change, they never really do and in reality the male will most likely be the successful surgeon.",2,9,7,1984,5,1,,13,2
103,6/4/17 14:57,6/4/17 15:11,R_2CJ3X65B5K9z1p3,A2YE2I9DYV9OKW,,,,,,,90,10,98,2,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,3,"It doesn't make a lot of sense to me, in most normal cases anyone performing surgery would be a doctor, and I can't think of any reasons why a woman performing surgery would be less likely to be a doctor.",,,,,,,1,7,11,1975,3,1,,2,1
104,6/4/17 14:56,6/4/17 15:11,R_3RkEWzRx2mtQeth,A2D4GSZPZB56HW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,10,90,100,5,,,,,,,,,,,,,3,2,1,2,3,They just knew their are more male doctors than female.,,,,,,,2,4,10,1976,6,1,,14,1
105,6/4/17 15:02,6/4/17 15:11,R_UbynljBTnTYuSGt,A3696JXTRKL2FI,,,,,,,,,,,,,100,40,75,25,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,I think that they are a bit sexist,1,7,8,1990,4,1,Thanks,7,2
106,6/4/17 15:03,6/4/17 15:11,R_3PRKkZjYp91nGPj,ABMAH819AVF2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,75,25,100,31,,,,,,,2,2,2,2,2,sexist,1,10,8,1986,4,1,,20,2
107,6/4/17 14:57,6/4/17 15:11,R_1JFo20umwWo3Dez,AGFFBQTEMY297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,90,10,95,5,,,,,,,2,4,4,4,4,"This person believes that there are more male surgeons - a belief that can be justified based on personal experience with surgeons, or by statistical facts. I do not have a positive or negative impression of Person X.",2,7,4,1967,2,1,No.,20,2
108,6/4/17 14:59,6/4/17 15:11,R_24uDLuLiDxqC5Gs,ALBUUWRN9Q07U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,95,0,100,95,5,,,,,,,,,,,,,,,,,,,2,3,2,3,4,I don't think they thought this statement through very much and think they just weren't paying much attention.,2,4,8,1985,6,1,Thank you.,14,2
109,6/4/17 15:05,6/4/17 15:11,R_Tv0PJSscWeBXwvn,A1NN1PI53A4CRF,,,,,,,90,10,40,60,87,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,5,6,I don't think there is anything wrong with the statement because it is likely true.,,,,,,,1,6,1,1995,7,1,,2,1
110,6/4/17 14:58,6/4/17 15:12,R_2aJCJkvGQlZYCeE,A24OS1OXW40EEQ,,,,,,,,,,,,,,,,,,,,,,,,,100,20,10,90,0,100,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,3,They think men are more likely to be doctors because the dont see many women doing it.,1,7,2,1979,1,1,no,13,2
111,6/4/17 15:04,6/4/17 15:12,R_3QRBbPX23zf86PI,A3O5EU9QQV2OS1,,,,,,,,,,,,,,,,,,,90,10,80,20,100,10,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,5,5,That he is basing his assumptions on real life.,,,,,,,1,6,10,1991,3,1,,8,1
112,6/4/17 15:05,6/4/17 15:12,R_33dty62ww0ZeFzf,A1Z0YMGUC86KC5,,,,,,,,,,,,,,,,,,,,,,,,,98,14,23,77,15,85,,,,,,,,,,,,,,,,,,,2,2,5,5,3,"Person X is either one of two people. They may be ignorant, and believe that surgery is a man's job, or they may actually know that while men and women are equally likely to be doctors, men typically are more likely to be surgeons.",,,,,,,1,5,2,1996,3,1,,13,1
113,6/4/17 14:52,6/4/17 15:12,R_1gBLwZoKmm5biTi,AB0Q4NUT27398,,,,,,,95,5,100,0,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,4,6,it's okay to have some gender bias,,,,,,,1,7,10,1985,4,1,,2,1
114,6/4/17 14:59,6/4/17 15:12,R_27JWKbK4ztostqu,A3NYEQB8J9INJP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,30,20,80,80,20,,,,,,,3,4,6,2,2,I think he was just stating what most of the older generation think because that was more true in our past.,,,,,,,2,5,6,1945,6,1,"Very interesting, thank you.",19,1
